DATA,TESTES REALIZADOS,TESTES NEGATIVADOS,TESTES CONFIRMADOS,N� DE CASOS POR DIA,MASCULINO,FEMININO,�BITOS,ISOLAMENTO DOMICILIAR,ALTA ISOLAMENTO DOMICILIAR,N� DE LEITOS UTI P�BLICO E PRIVADO,N� DE LEITOS DE UTI P�BLICO,N� DE LEITOS DE UTI PRIVADO,N� DE LEITOS  ENFERMARIA  P�BLICO E PRIVADO,N� DE LEITOS DE ENFERMARIA P�BLICO,N� DE LEITOS DE ENFERMARIA PRIVADO,INTERNADOS P�BLICO E PRIVADO,UTI SUS OCUPA��O,ENFERMARIA SUS OCUPA��O,UTI PRIVADO OCUPA��O,ENFERMARIA PRIVADO OCUPA��O
10/10/2020,178339,98838,79501,256,34843,44658,2089,4047,73168,189,127,62,261,185,76,197,76,79,21,21
09/10/2020,177618,98373,79245,288,34744,44501,2083,3880,73080,189,127,62,261,185,76,202,71,86,25,20
08/10/2020,176786,97829,78957,265,34615,44342,2078,3661,73030,189,127,62,261,185,76,188,72,75,21,20
07/10/2020,176226,97534,78692,167,34500,44192,2072,4201,72228,189,127,62,261,185,76,191,72,82,21,16
06/10/2020,175668,97143,78525,145,34433,44092,2067,4112,72161,189,127,62,261,185,76,185,77,73,19,16
05/10/2020,175206,96826,78380,185,34369,44011,2061,3990,72149,189,127,62,261,185,76,175,74,67,20,19
04/10/2020,174593,96398,78195,193,34281,43914,2055,3866,72099,189,127,62,261,185,76,175,69,71,19,16
03/10/2020,173615,95613,78002,223,34195,43807,2051,3710,72063,189,127,62,261,185,76,178,71,71,21,15
02/10/2020,172733,94954,77779,144,34117,43662,2045,3562,71998,189,127,62,261,185,76,174,67,72,21,14
01/10/2020,172113,94478,77635,195,34055,43580,2040,3449,71964,203,141,62,277,201,76,182,67,76,20,19
30/09/2020,171100,93660,77440,193,33966,43474,2036,3323,71895,203,141,62,277,201,76,186,68,78,20,20
29/09/2020,170529,93249,77280,108,33925,43355,2031,3844,71213,203,141,62,277,201,76,192,75,78,19,20
28/09/2020,170035,92863,77172,89,33889,43283,2025,3780,71167,203,141,62,277,201,76,200,75,79,25,21
27/09/2020,169476,92393,77083,166,33847,43236,2019,3794,71076,203,141,62,277,201,76,194,71,82,22,19
26/09/2020,168451,91534,76917,190,33775,43142,2015,3700,71016,203,141,62,277,201,76,186,73,75,22,16
25/09/2020,167373,90646,76727,124,33700,43027,2010,3583,70953,203,141,62,277,201,76,181,75,70,20,16
24/09/2020,166541,89938,76603,251,33637,42966,2004,3558,70865,214,141,72,286,201,85,176,72,69,19,16
23/09/2020,165817,89464,76353,167,33516,42837,1999,3969,70215,244,172,72,321,238,83,170,64,75,18,13
22/09/2020,164884,88691,76193,120,33430,42763,1993,3855,70169,244,172,72,321,238,83,176,66,74,19,17
21/09/2020,164405,88332,76073,200,33386,42687,1987,3883,70008,254,182,72,338,238,100,195,68,88,18,21
20/09/2020,163221,87348,75873,101,33303,42570,1981,3716,69972,254,182,72,338,238,100,204,73,88,19,24
19/09/2020,161920,86148,75772,108,33258,42514,1976,3701,69897,254,182,72,338,238,100,198,69,85,24,20
18/09/2020,161189,85525,75664,104,33224,42440,1972,3672,69809,254,182,72,378,278,100,211,75,89,25,22
17/09/2020,160384,84824,75560,220,33185,42375,1968,3630,69744,254,182,72,378,278,100,218,77,93,25,23
16/09/2020,159394,84052,75342,139,33104,42238,1965,4231,68932,254,182,72,378,278,100,214,74,90,24,26
15/09/2020,158993,83790,75203,157,33047,42156,1962,4196,68837,264,192,72,409,309,100,208,68,93,23,24
14/09/2020,158328,83282,75046,213,32976,42070,1956,4120,68746,264,192,72,409,309,100,224,68,102,26,28
13/09/2020,156815,81982,74833,68,32888,41945,1949,3990,68673,274,192,82,439,339,100,225,71,94,26,30
12/09/2020,155704,80939,74765,120,32853,41912,1945,4071,68404,274,192,82,439,339,100,225,74,97,27,27
11/09/2020,154981,80336,74645,259,32793,41852,1939,4205,68277,283,192,91,459,339,120,224,74,94,25,31
10/09/2020,154050,79664,74386,265,32677,41709,1933,4578,67658,283,192,91,459,339,120,217,79,89,21,28
09/09/2020,153178,79057,74121,150,32580,41541,1920,5388,66591,283,192,91,479,359,120,222,82,86,23,31
08/09/2020,152594,78623,73971,125,32520,41451,1909,5346,66496,283,192,91,479,359,120,220,79,79,27,35
07/09/2020,151283,77437,73846,106,32475,41371,1898,5350,66376,283,192,91,479,359,120,222,74,90,23,35
06/09/2020,150218,76478,73740,110,32436,41304,1893,5428,66196,283,192,91,479,359,120,223,79,88,26,30
05/09/2020,149101,75470,73631,247,32389,41242,1885,5422,66109,283,192,91,479,359,120,215,82,84,27,22
04/09/2020,147536,74153,73383,201,32281,41102,1880,5303,65965,283,192,91,479,359,120,235,83,96,30,26
03/09/2020,146353,73171,73182,251,32193,40989,1877,5212,65847,289,192,97,515,359,156,246,87,100,33,26
02/09/2020,144943,72012,72931,212,32076,40855,1873,7102,63708,289,192,97,515,359,156,248,87,97,32,32
01/09/2020,144060,71339,72721,195,31997,40724,1867,6987,63592,299,192,107,515,359,156,275,85,108,42,40
31/08/2020,143366,70838,72528,113,31919,40609,1857,6986,63409,309,192,117,535,359,176,276,90,96,44,46
30/08/2020,141820,69403,72417,138,31872,40545,1844,7006,63289,309,192,117,535,359,176,278,89,104,41,44
29/08/2020,140650,68370,72280,241,31812,40468,1839,7071,63089,309,192,117,599,409,176,281,91,104,43,43
28/08/2020,139259,67220,72039,440,31694,40345,1837,6958,62950,309,192,117,599,409,190,294,94,107,46,47
27/08/2020,137829,66230,71599,378,31492,40107,1830,6746,62717,326,209,117,599,409,190,302,93,112,51,46
26/08/2020,136549,65327,71222,296,31342,39880,1822,9010,60085,326,209,117,599,409,190,305,99,110,48,48
25/08/2020,135639,64713,70926,320,31212,39714,1808,8838,59960,326,209,117,599,409,190,320,106,113,52,49
24/08/2020,134237,63631,70606,134,31064,39542,1793,8669,59808,326,209,117,599,409,190,336,102,123,56,55
23/08/2020,132836,62364,70472,220,31004,39468,1782,8644,59691,326,209,117,599,409,190,355,103,134,61,57
22/08/2020,131138,60886,70252,408,30909,39343,1771,8559,59549,326,209,117,599,409,190,373,106,144,62,61
21/08/2020,129453,59608,69845,343,30753,39092,1761,8323,59373,326,209,117,599,409,190,388,113,140,70,65
20/08/2020,127546,58044,69502,435,30607,38895,1757,8304,59036,326,209,117,599,409,190,405,109,160,70,66
19/08/2020,126515,57448,69067,373,30423,38644,1745,11025,55874,326,209,117,599,409,190,423,115,161,75,72
18/08/2020,125092,56393,68699,386,30283,38416,1729,11576,54950,326,209,117,599,409,190,444,120,169,76,79
17/08/2020,123998,55685,68313,328,30121,38192,1717,11475,54678,326,209,117,599,409,190,443,125,166,75,77
16/08/2020,122753,54756,67997,296,29984,38013,1705,11366,54513,326,209,117,599,409,190,413,121,153,68,71
15/08/2020,121316,53615,67701,476,29870,37831,1696,11847,53720,326,209,117,599,409,190,438,135,159,72,72
14/08/2020,119986,52761,67225,419,29675,37550,1684,11845,53244,326,209,117,599,409,190,452,141,152,76,83
13/08/2020,118678,51868,66810,945,29501,37309,1670,11823,52842,326,209,117,599,409,190,475,136,165,78,96
12/08/2020,116821,50956,65865,410,29083,36782,1653,11523,52205,326,209,117,599,409,190,484,141,170,75,98
11/08/2020,116021,50566,65455,481,28890,36565,1633,15637,47709,326,209,117,599,409,190,476,142,160,79,95
10/08/2020,114850,49874,64974,289,28683,36291,1614,15846,47023,326,209,117,599,409,190,491,150,170,82,89
09/08/2020,113340,48647,64693,423,28577,36116,1589,15976,46644,326,209,117,599,409,190,484,154,164,78,88
08/08/2020,112012,47741,64271,544,28404,35867,1577,15865,46340,326,209,117,599,409,190,489,157,161,85,86
07/08/2020,110815,47087,63728,890,28164,35564,1558,15981,45706,326,209,117,599,409,190,483,152,165,86,81
06/08/2020,109091,46247,62844,858,27836,35008,1537,16358,44439,325,209,116,599,409,190,510,156,169,92,93
05/08/2020,107196,45210,61986,917,27461,34525,1525,25641,34292,325,209,116,599,409,190,528,154,177,96,101
04/08/2020,105738,44669,61069,603,27046,34023,1509,25314,33685,325,209,116,599,409,190,561,157,193,99,112
03/08/2020,104500,44021,60479,446,26783,33696,1489,25353,33063,325,209,116,599,409,190,574,153,204,96,121
02/08/2020,102882,42847,60035,313,26579,33456,1465,25822,32161,325,209,116,599,409,190,587,154,214,98,121
01/08/2020,101370,41646,59724,1014,26422,33302,1448,26242,31444,325,209,116,599,409,190,590,164,210,102,114
31/07/2020,99159,40446,58713,1030,26001,32712,1434,25730,30737,325,209,116,599,409,190,612,166,219,102,125
30/07/2020,97148,39464,57684,1470,25577,32107,1408,25024,30626,325,209,116,599,409,190,626,164,217,109,136
29/07/2020,95261,39047,56214,1210,24972,31242,1390,24203,29999,325,209,116,599,409,190,622,160,212,113,137
28/07/2020,93587,38578,55009,1408,24486,30523,1359,23531,29497,317,201,116,599,409,190,622,155,211,113,143
27/07/2020,91903,38291,53612,1016,23934,29678,1340,22946,28694,317,201,116,599,409,190,632,163,207,114,148
26/07/2020,90048,37445,52603,344,23463,29140,1314,22822,27819,317,201,116,599,409,190,648,154,230,116,148
25/07/2020,89237,36973,52246,1136,23294,28970,1303,22763,27549,317,201,116,599,409,190,649,158,229,104,158
24/07/2020,87823,36691,51132,1735,22794,2838,1284,22313,26836,317,201,116,599,409,190,699,156,249,111,183
23/07/2020,85437,36040,49397,1257,22075,27322,1247,21174,26277,317,201,116,579,389,190,699,158,243,114,184
22/07/2020,83842,35702,48140,1030,21491,26649,1211,20554,25679,307,201,106,579,389,190,696,154,241,122,179
21/07/2020,82456,35346,47110,1051,21040,26070,1182,19693,25527,333,201,132,592,369,223,708,162,235,127,184
20/07/2020,81223,35164,46059,816,20571,25488,1156,18730,25452,333,201,132,580,369,211,721,161,252,124,187
19/07/2020,79763,34520,45243,2172,20200,25043,1125,18295,25099,335,201,134,593,369,224,724,165,244,128,187
18/07/2020,76533,33461,43072,1184,19228,23844,1111,16322,24938,337,201,136,574,369,205,701,164,240,124,173
17/07/2020,74641,32753,41888,662,18705,23183,1088,15352,24720,344,201,143,591,369,222,728,159,242,133,194
16/07/2020,73729,32503,41226,1094,18383,22843,1071,14858,24533,338,201,137,592,369,223,764,160,282,126,196
15/07/2020,72375,32236,40139,973,17924,22215,1054,13850,24468,345,201,144,624,369,225,767,158,277,136,196
14/07/2020,71154,31987,39167,946,17467,21700,1033,13227,24169,340,203,137,588,369,219,738,153,269,128,188
13/07/2020,69946,31725,38221,590,17070,21151,1012,12487,23985,310,203,107,522,369,153,737,155,268,134,180
12/07/2020,68923,31292,37631,1589,16811,20820,984,12475,23439,310,203,107,522,369,153,733,154,248,132,199
11/07/2020,66260,30214,36046,1351,16140,19906,954,11261,23124,310,203,107,522,369,153,707,158,250,114,185
10/07/2020,64349,29636,34713,1298,15571,19142,931,10170,22903,310,203,107,522,369,153,709,159,247,130,176
09/07/2020,61956,28540,33416,927,15035,18381,901,9112,22686,293,188,105,510,357,153,717,146,260,125,186
08/07/2020,60795,28305,32490,851,14610,17880,875,8231,22686,293,188,105,510,357,153,698,153,241,122,182
07/07/2020,59015,27375,31640,558,14210,17430,851,10352,19759,293,188,105,510,357,153,678,152,237,123,166
06/07/2020,57574,26856,30718,501,13817,16901,826,9615,19552,293,188,105,510,357,153,725,152,276,124,173
05/07/2020,56685,26486,30217,456,13594,16623,798,9576,19159,293,188,105,510,357,153,684,149,255,124,156
04/07/2020,55886,26125,29761,1575,13373,16388,783,9365,18949,293,188,105,510,357,153,664,148,246,121,149
03/07/2020,54099,25913,28186,1574,12696,15490,764,8383,18360,293,188,105,510,357,153,679,149,253,115,162
02/07/2020,52309,25697,26612,697,11983,14629,725,7221,18020,281,176,105,476,337,139,646,132,239,126,149
01/07/2020,51121,25206,25915,505,11646,14269,701,9694,14878,281,176,105,476,337,139,642,126,242,118,156
30/06/2020,50470,25059,25411,594,11415,13996,676,9612,14491,275,176,99,462,337,125,632,126,245,118,143
29/06/2020,49714,24897,24817,396,11143,13674,653,13430,10109,275,176,99,462,337,125,625,129,229,126,141
28/06/2020,49041,24620,24421,1102,10938,13483,620,15067,8126,265,166,99,462,337,125,608,127,225,117,139
27/06/2020,47563,24244,23319,1441,10457,12862,605,13990,8115,265,166,99,462,337,125,609,125,231,123,130
26/06/2020,45772,23864,21908,827,9833,12075,579,12645,8088,265,166,99,462,337,125,596,126,223,121,126
25/06/2020,44299,23218,21081,728,9432,11649,554,12027,7931,265,166,99,462,337,125,569,114,216,114,125
24/06/2020,43255,22902,20353,470,9113,11240,524,11661,7579,265,166,99,462,337,125,589,112,239,118,120
23/06/2020,42703,22820,19883,499,8881,11002,511,11276,7251,265,166,99,462,337,125,575,112,234,111,118
22/06/2020,42095,22711,19384,399,8636,10748,491,11005,7339,265,166,99,462,337,125,549,113,213,111,112
21/06/2020,41589,22604,18985,536,8449,10536,462,11085,6912,265,166,99,412,287,125,526,101,221,107,97
20/06/2020,41035,22586,18449,641,8197,10252,448,10691,6790,261,166,95,412,287,125,520,104,202,99,115
19/06/2020,40354,22546,17808,470,7910,9898,426,10420,6449,240,145,95,412,287,125,513,98,202,96,117
18/06/2020,39599,22261,17338,531,7698,9640,400,10064,6391,240,145,95,412,287,125,483,97,187,86,113
17/06/2020,36168,19361,16807,497,7440,9367,383,9737,6213,234,139,95,412,287,125,474,96,195,84,99
16/06/2020,35469,19159,16310,635,7209,9101,364,9600,5883,224,139,85,412,287,125,463,93,182,83,105
15/06/2020,34614,18939,15675,1708,6941,8734,352,9341,5526,219,139,80,412,287,125,453,102,163,84,104
14/06/2020,32125,18157,13968,1103,6193,7775,330,7819,5391,219,139,80,412,287,125,428,94,156,77,101
13/06/2020,30468,17602,12866,1332,5693,7173,316,7011,5093,209,129,80,412,287,125,446,93,163,75,115
12/06/2020,28672,17138,11534,478,5072,6462,305,6011,4774,209,129,80,412,287,125,444,98,159,75,112
11/06/2020,27805,17749,11056,443,5850,6206,283,5596,4738,209,129,80,412,287,125,445,93,168,79,105
10/06/2020,27069,16414,10615,490,4667,5948,264,5258,4657,209,129,80,412,287,125,436,98,161,84,93
09/06/2020,26330,16204,10126,399,4442,5684,252,4905,4575,209,129,80,412,287,125,394,76,152,77,89
08/06/2020,25440,15713,9727,439,4263,5464,234,4573,4525,206,126,80,412,287,125,395,74,153,71,97
07/06/2020,24351,15061,9290,319,4058,5232,217,4205,4485,206,126,80,412,287,125,383,78,136,73,96
06/06/2020,23855,14883,8972,395,3903,5069,208,3946,4435,206,126,80,412,287,125,383,87,139,75,82
05/06/2020,23058,14481,8577,377,3713,4864,198,3594,4384,205,125,80,412,287,125,401,86,148,68,99
04/06/2020,22109,13909,8200,215,3523,4677,186,3322,4286,200,120,80,406,181,125,406,82,164,68,92
03/06/2020,21439,13450,7989,434,3428,4561,180,4393,3027,197,120,77,383,271,112,389,74,153,71,91
02/06/2020,20712,13248,7555,322,3235,4320,172,4017,2999,197,120,77,383,271,112,367,68,145,69,85
01/06/2020,20349,13116,7233,234,3075,4158,166,3693,2999,197,120,77,366,254,112,375,66,143,80,86
31/05/2020,19239,12240,6999,198,2964,4035,158,3499,2976,183,105,78,366,254,112,366,66,134,83,83
30/05/2020,18914,12109,6805,343,2878,3927,149,3338,2953,167,90,77,360,254,106,365,72,138,74,81
29/05/2020,18372,11910,6462,306,2729,3733,142,3189,2783,162,85,77,360,254,106,348,69,126,69,84
28/05/2020,17871,11715,6156,244,2578,3578,135,3245,2431,162,85,77,360,254,106,345,74,117,71,83
27/05/2020,16706,10794,5912,177,2469,3443,127,3235,2242,162,85,77,340,234,106,308,72,99,65,72
26/05/2020,16458,10723,5735,288,2402,3333,116,3105,2222,161,85,76,336,234,102,292,67,95,63,67
25/05/2020,15695,10247,5448,134,2266,3182,103,2824,2222,161,85,76,348,250,98,299,69,92,70,68
24/05/2020,15438,10124,5314,183,2214,3100,93,2739,2209,169,85,84,264,184,80,273,61,77,71,64
23/05/2020,14595,9474,5131,209,2133,2998,86,2617,2189,158,85,73,266,184,82,239,59,81,38,61
22/05/2020,14134,9212,4922,189,2043,2879,82,2482,2179,158,85,73,260,178,82,179,47,65,33,34
21/05/2020,13797,9063,4734,458,1959,2775,76,2306,2177,148,76,73,260,178,82,168,43,68,30,27
20/05/2020,12316,8039,4277,310,1771,2506,69,2716,1318,148,76,73,260,178,82,165,42,64,35,24
19/05/2020,11622,7655,3967,401,1630,2337,63,2498,1236,139,75,64,241,168,73,170,46,64,37,23
18/05/2020,9409,5843,3566,223,1559,2107,59,2118,1213,139,75,64,241,168,73,176,52,66,35,23
17/05/2020,8661,5318,3343,208,1375,1968,57,2048,1073,139,75,64,241,168,73,165,48,55,34,28
16/05/2020,8322,5187,3135,267,1301,1834,53,1996,920,139,75,64,232,159,73,166,45,63,36,22
15/05/2020,7793,4925,2868,375,1186,1682,50,2171,487,129,75,54,232,159,73,169,43,67,33,26
14/05/2020,7072,4578,2494,227,1033,1461,47,1892,399,129,75,54,232,159,73,156,49,62,27,18
13/05/2020,6731,4463,2268,236,929,1339,42,1692,395,112,58,54,232,159,73,139,45,54,22,18
12/05/2020,6273,4241,2032,232,826,1206,37,1563,299,112,58,54,232,159,73,133,37,53,26,17
11/05/2020,5874,4074,1800,30,738,1062,37,1376,273,100,46,54,232,159,73,114,32,47,19,16
10/05/2020,5732,3961,1771,183,729,1042,34,1535,107,100,46,54,232,159,73,95,22,41,17,15
09/05/2020,5439,3851,1588,150,644,944,33,1362,107,100,46,54,232,159,73,86,23,37,13,13
08/05/2020,5185,3747,1438,224,590,848,28,1221,107,100,46,54,232,159,73,82,24,31,14,13
07/05/2020,4419,3205,1214,216,505,709,25,1004,105,85,46,39,223,150,73,80,24,32,14,10
06/05/2020,3978,2980,998,100,414,584,23,826,79,85,46,39,223,150,73,70,16,32,14,8
05/05/2020,3492,2598,898,126,380,518,21,729,79,85,46,39,223,150,73,69,15,32,11,11
04/05/2020,3284,2512,772,45,331,441,17,638,54,85,46,39,223,150,73,63,10,28,11,14
03/05/2020,3095,2365,730,129,317,413,14,602,54,85,46,39,223,150,73,60,11,27,13,9
02/05/2020,2832,2231,601,84,258,343,14,485,54,85,46,39,223,150,73,48,9,19,12,8
01/05/2020,2685,2168,517,64,227,290,14,409,48,85,46,39,223,150,73,46,8,18,12,8
30/04/2020,2512,2059,453,114,199,254,14,355,45,,28,,,73,,39,6,16,8,9
29/04/2020,2241,1904,337,57,153,184,12,245,45,,28,,,73,,35,6,14,9,6
28/04/2020,2083,1803,280,70,127,153,11,194,45,,28,,,73,,30,4,11,9,6
27/04/2020,1960,1749,211,36,98,113,11,134,45,,28,,,73,,21,3,5,6,7
26/04/2020,1727,1552,175,21,79,96,9,106,43,,28,,,73,,17,3,4,6,4
25/04/2020,1629,1475,154,9,73,81,9,89,40,,28,,,73,,16,3,4,5,4
24/04/2020,1504,1359,148,10,68,77,8,81,39,,28,,,73,,17,3,4,6,4
23/04/2020,1398,1263,135,17,66,69,8,72,38,,23,,,73,,17,4,4,5,4
22/04/2020,1241,1123,118,1,57,61,7,57,38,,23,,,73,,16,4,5,2,5
21/04/2020,1174,1058,117,25,56,61,7,58,37,,23,,,73,,15,3,5,3,4
20/04/2020,1085,993,92,6,43,49,5,39,37,,23,,,73,,11,3,4,3,1
19/04/2020,1031,945,86,15,43,43,5,36,37,,23,,,73,,8,1,3,3,1
18/04/2020,943,872,71,13,31,40,5,24,33,,23,,,73,,9,2,3,3,1
17/04/2020,931,873,58,4,23,35,4,15,,,18,,,73,,8,2,2,3,1
16/04/2020,835,782,53,5,21,32,4,14,28,,23,,,73,,7,2,2,3,-
15/04/2020,738,960,48,2,18,30,4,10,,,18,,,73,,7,1,3,3,-
14/04/2020,688,642,46,1,17,29,4,11,26,,18,,,73,,5,1,1,3,-
13/04/2020,658,613,45,1,17,28,4,,26,,18,,,73,,6,-,2,4,-
12/04/2020,-,-,-,-,-,-,-,-,-,-,18,,-,73,,-,-,-,-,-
11/04/2020,634,590,44,2,17,27,4,14,,,18,,,73,,6,4,2,,
10/04/2020,604,562,42,3,16,26,4,13,,,18,,,73,,6,4,2,,
09/04/2020,,,,,,,,,,,18,,,73,,,,,,
08/04/2020,541,492,39,9,15,24,4,10,,,18,,,73,,8,5,3,,
07/04/2020,497,461,36,4,14,22,4,8,,,18,,,73,,7,4,3,,
06/04/2020,424,392,32,-,13,19,4,7,-,-,18,,-,73,,5,3,2,-,-
05/04/2020,-,-,32,-,-,-,-,-,-,-,18,,-,73,,-,-,-,-,-
04/04/2020,-,-,32,-,-,-,3,-,14,-,18,,-,73,,-,-,-,-,-
03/04/2020,-,-,27,-,-,-,2,-,14,-,18,,-,73,,-,-,-,-,-
02/04/2020,-,-,24,-,-,-,2,-,6,-,18,,-,73,,-,-,-,-,-
01/04/2020,-,308,22,-,-,-,-,-,6,-,18,,-,73,,-,-,-,-,-
31/03/2021,,,,,,,,,,,4,,,,,,,,,
30/03/2021,,,,,,,,,,,4,,,,,,,,,
29/03/2021,,,,,,,,,,,4,,,,,,,,,
28/03/2021,,,,,,,,,,,4,,,,,,,,,
27/03/2021,,,,,,,,,,,4,,,,,,,,,
26/03/2021,,,,,,,,,,,4,,,,,,,,,
25/03/2021,,,,,,,,,,,4,,,,,,,,,
24/03/2021,,,,,,,,,,,4,,,,,,,,,
23/03/2021,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
